183.851	252.513	270.428	277.678	230.832	268.65	288.084	283.824	289.653	228.348	360.116	256.776	242.813	231.339	270.506	215.844	216.58	211.874	242.272	236.55	228.252	196.222	201.088	145.246
200.549	290.68	231.491	222.368	239.075	257.168	263.009	282.386	287.285	316.317	376.186	328.083	288.942	267.77	236.734	257.97	185.217	189.826	211.609	173.575	186.031	155.897	239.5	211.663
183.995	212.357	169.347	273.412	273.301	269.563	305.1	355	189.173	274.575	243.966	256.083	240.116	243.646	199.206	211.615	228.063	222.667	204.778	166.518	227.973	202.353	233.717	176.762
191.002	285.922	267.339	249.272	214.891	325.673	281.669	338.561	267.188	262.28	267.817	310.143	339.645	244.374	268.719	190.805	286.993	240.455	204.859	191.627	240.337	206.737	206.438	174.367
195.271	247.874	234.2	213.377	262.44	306.416	274.898	310.418	242.065	255.796	305.167	341.496	308.782	272.175	283.386	269.415	242.563	169.972	139.42	205.483	175.434	181.039	154.772	203.185
170.456	266.532	260.736	343.506	312.93	283.895	345.881	233.515	307.42	276.913	320.077	287.68	339.575	305.587	330.497	276.792	188.251	205.591	239.851	154.686	220.309	172.185	236.019	157.912
223.135	233.406	294.516	270.317	250.177	254.62	254.464	340.306	258.187	271.685	312.088	221.746	279.65	307.901	250.704	245.449	227.123	159.979	174.064	186.355	218.641	206.549	161.906	197.904
193.597	248.738	256.184	220.724	264.433	263.867	317.81	289.376	304.388	307.143	277.463	275.229	244.102	258.653	295.187	266.421	204.821	256.496	179.064	190.959	212.653	199.001	194.182	152.65
156.087	262.901	284.865	229.933	250.552	325.386	354.992	338.996	249.382	272.483	285.986	248.602	321.628	235.616	330.06	268.579	203.543	224.057	180.411	170.524	210.353	202.57	232.292	137.523
210.613	290.878	225.647	225.622	247.438	265.76	355.6	369.307	241.239	320.153	263.167	244.69	256.977	257.714	281.277	262.262	205.109	196.077	169.169	193.168	211.767	224.198	207.195	138.331
