45.4241	44.1593	14.7205	18.7503	43.7218	91.2111	99.67	84.1841	55.5359	134.936	140	140	122.038	137.103	117.438	117.749	140	92.125	100.122	118.268	88.1034	85.4089	63.7105	127.152
63.654	40.7573	11.5909	30.9312	58.054	57.6834	134.79	122.853	140	140	127.593	140	113.057	99.442	112.223	111.966	70.5612	60.5955	107.874	89.5959	88.4424	70.8559	91.7365	59.2631
35.425	39.3573	20.0045	31.4827	39.9975	77.7186	92.8483	140	140	140	134.979	137.418	119.756	124.686	125.294	96.0041	121.324	84.4832	43.4851	70.8793	118.886	89.9533	103.784	91.9353
28.779	24.1059	14.0299	24.6288	36.9789	77.4088	79.6287	121.983	126.504	140	140	140	140	125.286	94.8151	99.0843	113.868	97.4202	117.906	87.8696	140	123.878	83.8825	104.857
30.8654	27.5444	17.7745	28.3792	57.0923	54.0014	108.655	102.547	105.384	140	114.032	136.765	105.839	125.717	140	83.3137	97.203	92.6318	85.8406	55.418	96.2406	104.831	111.254	67.6169
59.0178	33.3034	18.1307	51.3849	67.606	84.7621	66.5896	140	115.399	140	76.4876	140	131.9	130.796	79.5035	125.992	90.5676	41.0773	83.5159	90.7597	97.8306	67.5925	89.1963	77.7861
54.5532	45.8523	20.1061	37.575	62.7486	84.317	113.546	103.358	140	126.292	140	140	140	110.095	101.934	102.63	120.598	85.3631	110.691	42.4718	81.1274	62.3891	83.9257	63.6531
40.1177	35.4025	17.1129	30.4653	68.7812	74.9192	83.5984	88.0179	90.3877	140	140	140	140	114.505	140	118.263	121.03	62.6119	54.7862	73.4758	61.2886	133.482	74.9388	73.8363
51.996	32.1833	17.9487	33.0796	41.2194	49.3821	71.732	102.451	140	102.257	96.5644	80.3309	140	118.027	121.613	101.28	102.382	100.986	100.372	87.5339	90.603	90.1148	135.278	62.4809
48.4345	33.2265	15.8617	31.8559	94.1257	61.9066	55.6518	103.552	82.2229	140	140	140	134.027	113.729	125.871	133.752	103.59	65.1409	77.4334	88.9125	91.6295	121.48	116.968	77.8045
85.9951	30.534	24.9511	44.6904	45.5807	55.0112	90.8552	101.334	89.3073	108.071	140	140	137.918	110.952	95.1247	83.578	85.5109	96.9039	58.5026	52.0985	101.322	72.4908	62.3468	111.532
66.5172	32.184	12.4343	31.7999	60.7715	35.8287	44.0365	140	140	140	131.728	140	140	117.679	133.307	140	99.8688	103.466	48.067	91.0656	63.1845	77.0713	85.6612	56.3414
62.3095	45.9052	26.4797	32.6603	35.0435	83.5749	103.035	98.2205	140	129.688	140	137.972	140	140	99.4579	104.512	99.6053	115.575	90.2251	61.0517	110.292	104.474	59.4512	74.6614
48.354	40.3294	26.2399	33.1173	29.2247	68.3233	92.732	104.159	122.267	68.7112	140	92.336	140	98.8091	140	131.582	92.9904	75.1702	84.0237	79.2313	102.339	85.9481	125.464	102.118
45.1567	45.2016	19.813	25.2287	60.7331	84.9642	100.757	77.0951	140	131.371	138.718	96.6863	121.44	121.541	140	98.859	101.361	88.2145	59.7989	53.6593	108.623	97.9586	107.473	63.5139
31.0627	20.0944	32.905	28.6094	58.896	116.005	105.746	86.5213	136.564	140	140	106.005	140	140	128.122	108.708	113.084	76.2477	114.093	98.2091	124.965	65.7507	123.938	94.5808
38.6328	42.918	16.677	31.6684	51.7884	47.386	131.712	96.474	131.016	140	140	140	110.884	95.7608	111.029	106.816	140	95.1423	73.7525	86.1454	89.9941	68.0297	124.398	61.2987
48.7449	31.8888	25.8153	26.0891	56.571	79.4989	80.8836	140	140	132.175	140	114.906	140	140	140	140	125.181	62.0101	104.074	75.9961	86.2746	90.8028	93.7833	109.069
57.8927	48.6981	19.8792	38.337	65.8907	113.085	87.7796	61.6409	121.266	140	140	128.798	140	113.729	132.21	130.703	94.6337	91.1945	67.897	57.0562	72.7013	91.8986	87.6305	94.2035
29.902	34.2289	25.0441	8.40805	69.0202	73.2311	64.5709	91.8287	120.829	130.945	139.652	140	140	117.803	120.192	121.256	124.213	83.6762	58.1032	53.4385	85.1882	82.1783	105.34	114.063
45.9293	42.0023	28.9053	31.4576	73.8468	80.6614	85.9293	88.6273	106.556	140	126.655	118.45	87.3216	140	140	117.257	139.849	91.6976	97.6197	64.5558	90.3945	98.4341	78.805	90.6557
72.1005	28.5697	20.9566	23.2703	77.8977	52.5696	94.0465	84.9618	140	140	140	140	140	50.5223	53.4553	88.5889	101.197	91.0985	89.2987	66.443	73.5169	83.9775	90.3396	98.0819
40.3728	50.8825	17.2577	41.6858	49.02	80.3551	61.6863	118.11	140	101.76	135.868	133.098	130.393	124.167	119.293	108.933	67.3321	40.1965	45.8879	95.0301	92.1675	80.6983	87.6881	60.0289
