220.014	311.658	300.232	385.936	352.893	400	309.409	400	400	310.306	400	400	400	400	400	367.591	228.56	324.085	307.469	361.229	316.629	269.477	374.742	282.943
307.095	331.902	353.732	340.057	365.166	392.757	400	387.682	400	324.045	400	400	355.728	367.669	362.05	318.84	284.254	259.008	230.203	328.502	221.213	271.068	298.679	264.834
313.184	361.821	298.275	342.952	339.782	400	400	367.607	400	379.07	400	348.689	400	372.37	400	398.465	348.367	340.287	219.937	286.907	348.248	278.692	290.018	182.66
354.707	361.493	369.989	380.191	290.984	400	400	400	400	321.742	400	386.253	388.848	400	400	367.445	333.925	335.014	251.227	231.71	302.733	316.393	349.354	208.611
268.173	304.735	357.769	399.899	361.784	400	400	400	400	312.091	400	347.586	400	400	391.079	335.902	164.817	325.129	308.708	252.547	237.338	308.869	271.959	252.054
230.858	332.57	397.329	400	360.617	400	308.792	400	387.575	304.467	400	395.517	388.748	342.791	299.952	235.356	288.795	250.698	303.835	269.116	304.704	233.342	360.268	242.92
217.121	393.209	336.137	338.335	343.521	346.901	388.983	388.396	393.832	257.65	400	400	400	346.227	302.24	337.357	278.547	342.104	267.274	223.781	270.163	316.107	282.643	332.77
265.656	379.397	390.544	337.606	326.576	400	400	400	400	349.438	381.136	400	400	394.656	400	368.618	347.793	295.144	368.306	292.673	229.136	273.655	264.191	264.546
271.22	400	400	278.09	344.084	400	365.421	400	380.746	297.878	352.142	380.16	400	400	400	400	380.092	310.398	276.818	292.933	289.761	279.022	354.685	271.301
229.276	368.88	345.017	344.914	377.621	363.423	400	400	400	400	400	400	400	400	347.666	399.6	314.018	204.437	291.083	265.008	323.918	280.427	317.085	331.634
