140.182	169.655	102.161	116.133	141.513	145.85	172.126	90.3915	127.943	114.775	184.632	140.22	220.565	131.099	140.75	66.0681	130.757	125.407	119.22	131.954	117.627	124.627	168.438	104.175
53.7831	135	94.5218	135	85.1125	115.846	135	124.305	115.111	135	108.243	102.541	135	135	135	108.88	78.7988	54.2518	79.8406	47.8373	78.1739	57.4485	79.8605	38.4458
160	160	157.624	160	160	149.804	160	160	160	160	160	113.889	132.642	160	160	160	111.437	57.5342	67.5009	72.8203	97.9419	104.181	160	160
																							
140.182	169.655	102.161	116.133	141.513	145.85	172.126	90.3915	127.943	114.775	184.632	140.22	220.565	131.099	140.75	66.0681	130.757	125.407	119.22	89.5019	124.265	148.771	178.013	149.401
53.7831	135	94.5218	135	85.1125	115.846	135	124.305	115.111	135	108.243	102.541	135	135	135	108.88	78.7988	54.2518	79.8406	60.0119	54.2274	57.3799	69.2114	65.4436
160	160	157.624	160	160	149.804	160	160	160	160	160	113.889	132.642	160	160	160	111.437	57.5342	67.5009	160	104.362	127.555	160	124.958
																							
140.182	169.655	102.161	116.133	141.513	145.85	172.126	90.3915	127.943	114.775	184.632	140.22	220.565	131.099	140.75	66.0681	130.757	125.407	119.22	106.351	124.595	117.472	159.443	142.643
53.7831	135	94.5218	135	85.1125	115.846	135	124.305	115.111	135	108.243	102.541	135	135	135	108.88	78.7988	54.2518	79.8406	82.3306	96.2547	91.3956	59.5182	62.9844
160	160	157.624	160	160	149.804	160	160	160	160	160	113.889	132.642	160	160	160	111.437	57.5342	67.5009	108.955	104.684	120.757	160	160
																							
140.182	169.655	102.161	116.133	141.513	145.85	172.126	111.722	101.134	171.874	151.989	179.781	224.919	119.288	111.715	107.543	119.981	91.0738	115.574	95.4967	132.181	150.393	124.439	87.723
53.7831	135	94.5218	135	85.1125	115.846	135	118.288	135	135	131.601	135	98.4874	135	135	135	87.4328	82.9273	64.6138	38.7541	86.8152	58.2182	119.484	32.4569
160	160	157.624	160	160	149.804	160	143.784	160	160	156.457	152.486	160	151.923	160	160	122.523	93.1027	99.1774	98.5004	112.018	160	158.297	149.425
																							
140.182	169.655	102.161	116.133	141.513	145.85	172.126	90.3915	127.943	114.775	184.632	140.22	220.565	131.099	153.34	171.966	142.373	55.8859	99.5922	147.353	107.62	132.345	153.553	176.919
53.7831	135	94.5218	135	85.1125	115.846	135	124.305	115.111	135	108.243	102.541	135	135	135	131.391	104.261	55.7885	28.147	69.3024	86.1769	73.9859	72.0899	33.3227
160	160	157.624	160	160	149.804	160	160	160	160	160	113.889	132.642	160	160	99.209	122.648	93.6487	136.62	128.181	133.69	111.653	160	151.742
																							
